Word,Parts of speech,Suffix
অপোগণ্ড,বিশেষণ,গণ্ড
অপোষ্য,বিশেষ্য,ষ্য
অপোহ,বিশেষ্য,হ
অপৌরুষ,বিশেষ্য,রুষ
অপ্রকট,বিশেষণ,রকট
অপ্রকাশ,বিশেষ্য,রকাশ
অপ্রকৃত,বিশেষণ,রকৃত
অপ্রকৃতিস্হ,বিশেষণ,রকৃতিস্হ
অপ্রকৃষ্ট,বিশেষণ,রকৃষ্ট
অপ্রখর,বিশেষণ,রখর
অপ্রগল্ভ,বিশেষণ,রগল্ভ
অপ্রচলন,বিশেষণ,রচলন
অপ্রচার,বিশেষ্য,রচার
অপ্রচুর,বিশেষণ,রচুর
অপ্রণয়,বিশেষ্য,রণয়
অপ্রতর,বিশেষণ,রতর
অপ্রতর্ক্য,বিশেষণ,রতর্ক্য
অপ্রতিকার,বিশেষ্য,রতিকার
অপ্রতিদ্বন্দ্বী,বিশেষণ,রতিদ্বন্দ্বী
অপ্রতিপন্ন,বিশেষণ,রতিপন্ন
অপ্রতিবিধান,বিশেষ্য,রতিবিধান
অপ্রতিভ,বিশেষণ,রতিভ
অপ্রতিম,বিশেষণ,রতিম
অপ্রতিরোধ্য,বিশেষণ,রতিরোধ্য
অপ্রতিষ্ঠ,বিশেষণ,রতিষ্ঠ
অপ্রতিহত,বিশেষণ,রতিহত
অপ্রতুল,বিশেষ্য,রতুল
অপ্রত্যক্ষ,বিশেষণ,রত্যক্ষ
অপ্রত্যাখ্যান,বিশেষ্য,রত্যাখ্যান
অপ্রত্যাশিত,বিশেষণ,রত্যাশিত
অপ্রত্যয়,বিশেষ্য,রত্যয়
অপ্রদীপ,বিশেষ্য,রদীপ
অপ্রধান,বিশেষণ,রধান
অপ্রবল,বিশেষণ,রবল
অপ্রবাস,বিশেষ্য,রবাস
অপ্রবীণ,বিশেষণ,রবীণ
অপ্রবৃত্তি,বিশেষ্য,রবৃত্তি
অপ্রমত্ত,বিশেষণ,রমত্ত
অপ্রমাণ,বিশেষ্য,রমাণ
অপ্রমাদ,বিশেষ্য,রমাদ
অপ্রমেয়,বিশেষণ,রমেয়
অপ্রযত্ন,বিশেষ্য,রযত্ন
অপ্রযুক্ত,বিশেষণ,রযুক্ত
অপ্রযোজ্য,বিশেষণ,রযোজ্য
অপ্রশংসা,বিশেষ্য,রশংসা
অপ্রশমিত,বিশেষণ,রশমিত
অপ্রশস্ত,বিশেষণ,রশস্ত
অপ্রসন্ন,বিশেষণ,রসন্ন
অপ্রসিদ্ধ,বিশেষণ,রসিদ্ধ
অপ্রস্তুত,বিশেষণ,রস্তুত
অপ্রহত,বিশেষণ,রহত
অপ্রাকৃত,বিশেষণ,রাকৃত
অপ্রাচীন,বিশেষণ,রাচীন
অপ্রাচুর্য,বিশেষ্য,রাচুর্য
অপ্রাণ,বিশেষ্য,রাণ
অপ্রাপনীয়,বিশেষণ,রাপনীয়
অপ্রাপ্ত,বিশেষণ,রাপ্ত
অপ্রামাণিক,বিশেষণ,রামাণিক
অপ্রামাণ্য,বিশেষ্য,রামাণ্য
অপ্রার্থিত,বিশেষণ,রার্থিত
অপ্রাসঙ্গিক,বিশেষণ,রাসঙ্গিক
অপ্রিয়,বিশেষণ,রিয়
অপ্রীতি,বিশেষ্য,রীতি
অপ্রেম,বিশেষ্য,রেম
অপ্রয়াস,বিশেষ্য,রয়াস
অপ্রয়োগ,বিশেষ্য,রয়োগ
অপ্রয়োজন,বিশেষ্য,রয়োজন
অপয়া,বিশেষণ,া
অবকীর্ণ,বিশেষণ,ীর্ণ
অবক্তব্য,বিশেষণ,্তব্য
অবক্ষয়,বিশেষ্য,্ষয়
অবগাঢ়,বিশেষণ,াঢ়
অবগুণ্ঠন,বিশেষ্য,ুণ্ঠন
অবচেতনা,বিশেষ্য,েতনা
অবজারভেটরি,বিশেষ্য,ারভেটরি
অবতংস,বিশেষ্য,ংস
অবতরণ,বিশেষ্য,রণ
অবতল,বিশেষণ,ল
অবতার,বিশেষ্য,ার
অবতারণ,বিশেষ্য,ারণ
অবতীর্ণ,বিশেষণ,ীর্ণ
অবদংশ,বিশেষ্য,ংশ
অবদমন,বিশেষ্য,মন
অবদমিত,বিশেষণ,মিত
অবদাত,বিশেষ্য,াত
অবদারণ,বিশেষ্য,ারণ
অবধারণ,বিশেষ্য,ারণ
অবধায়ক,বিশেষ্য,ায়ক
অবধি,অব্যয়,ি
অবধূত,বিশেষ্য,ূত
অবধ্য,বিশেষণ,্য
অবনত,বিশেষণ,ত
অবনমন,বিশেষ্য,মন
অবন্ধন,বিশেষ্য,্ধন
অবন্ধু,বিশেষণ,্ধু
অবন্ধুর,বিশেষণ,্ধুর
অবন্ধ্যা,বিশেষণ,্ধ্যা
অবনয়ন,বিশেষ্য,য়ন
অববাহিকা,বিশেষ্য,াহিকা
অববুদ্ধ,বিশেষণ,ুদ্ধ
অবভাস,বিশেষ্য,াস
অবমন্তা,বিশেষণ,ন্তা
অবমর্ষ,বিশেষ্য,র্ষ
অবমূল্যায়ন,বিশেষ্য,ূল্যায়ন
অবমোচন,বিশেষ্য,োচন
অবরেণ্য,বিশেষণ,েণ্য
অবরোপণ,বিশেষ্য,োপণ
অবরোহ,বিশেষ্য,োহ
অবর্ণনীয়,বিশেষণ,্ণনীয়
অবর্তমান,বিশেষণ,্তমান
অবর্ধিত,বিশেষণ,্ধিত
অবলম্বন,বিশেষ্য,ম্বন
অবলীঢ়,বিশেষণ,ীঢ়
অবলীলা,বিশেষ্য,ীলা
অবলুণ্ঠন,বিশেষ্য,ুণ্ঠন
অবলুপ্ত,বিশেষণ,ুপ্ত
অবলোকন,বিশেষ্য,োকন
অবশিষ্ট,বিশেষণ,িষ্ট
অবশী,বিশেষণ,ী
অবশীভূত,বিশেষণ,ীভূত
অবশেন্দ্রিয়,বিশেষণ,েন্দ্রিয়
অবশেষ,বিশেষ্য,েষ
অবশ্য,বিশেষণ,্য
অবশ্রয়ণ,বিশেষ্য,্রয়ণ
অবসন্ন,বিশেষণ,ন্ন
অবসাদ,বিশেষ্য,াদ
অবসান,বিশেষ্য,ান
অবস্তু,বিশেষণ,্তু
অবস্হান,বিশেষ্য,্হান
অবস্হাপন,বিশেষ্য,্হাপন
অবস্হাপন্ন,বিশেষণ,্হাপন্ন
অবস্হাপিত,বিশেষণ,্হাপিত
অবস্হায়ী,বিশেষণ,্হায়ী
অবহার,বিশেষ্য,ার
অবহৃত,বিশেষণ,ৃত
অবাঙালি,বিশেষ্য,ঙালি
অবাঙ্মুখ,বিশেষণ,ঙ্মুখ
অবাচী,বিশেষ্য,চী
অবাছাই,বিশেষণ,ছাই
অবাঞ্ছিত,বিশেষণ,ঞ্ছিত
অবাধ্য,বিশেষণ,ধ্য
অবান্তর,বিশেষণ,ন্তর
অবান্ধব,বিশেষণ,ন্ধব
অবাম,বিশেষণ,ম
অবারিত,বিশেষণ,রিত
অবাসযোগ্য,বিশেষণ,সযোগ্য
অবাস্তব,বিশেষণ,স্তব
অবিকল,বিশেষণ,কল
অবিকল্প,বিশেষণ,কল্প
অবিকার,বিশেষণ,কার
অবিকৃত,বিশেষণ,কৃত
অবিক্রীত,বিশেষণ,ক্রীত
অবিক্রেয়,বিশেষণ,ক্রেয়
অবিঘ্ন,বিশেষণ,ঘ্ন
অবিচক্ষণ,বিশেষণ,চক্ষণ
অবিচার,বিশেষ্য,চার
অবিচ্ছিন্ন,বিশেষণ,চ্ছিন্ন
অবিচ্ছেদ,বিশেষ্য,চ্ছেদ
অবিজ্ঞ,বিশেষণ,জ্ঞ
অবিজ্ঞাত,বিশেষণ,জ্ঞাত
অবিজ্ঞেয়,বিশেষণ,জ্ঞেয়
অবিতথ,বিশেষ্য,তথ
অবিতর্কিত,বিশেষণ,তর্কিত
অবিদিত,বিশেষণ,দিত
অবিদ্বান,বিশেষণ,দ্বান
অবিদ্যমান,বিশেষণ,দ্যমান
অবিদ্যা,বিশেষ্য,দ্যা
অবিধি,বিশেষ্য,ধি
অবিধেয়,বিশেষণ,ধেয়
অবিনাশ,বিশেষণ,নাশ
অবিনীত,বিশেষণ,নীত
অবিন্যস্ত,বিশেষণ,ন্যস্ত
অবিনয়,বিশেষ্য,নয়
অবিপ্লুত,বিশেষণ,প্লুত
অবিফল,বিশেষণ,ফল
অবিবাহিত,বিশেষণ,বাহিত
অবিবেক,বিশেষ্য,বেক
অবিবেচক,বিশেষণ,বেচক
অবিবেচনা,বিশেষ্য,বেচনা
অবিভক্ত,বিশেষণ,ভক্ত
অবিভাজ্য,বিশেষণ,ভাজ্য
অবিমিশ্র,বিশেষণ,মিশ্র
অবিমৃশ্য,বিশেষণ,মৃশ্য
অবিযুক্ত,বিশেষণ,যুক্ত
অবিরত,বিশেষণ,রত
অবিরল,বিশেষণ,রল
অবিরাম,বিশেষণ,রাম
অবিরুদ্ধ,বিশেষণ,রুদ্ধ
অবিরোধ,বিশেষ্য,রোধ
অবিলম্ব,বিশেষ্য,লম্ব
অবিশঙ্ক,বিশেষণ,শঙ্ক
অবিশুদ্ধ,বিশেষণ,শুদ্ধ
অবিশেষ,বিশেষ্য,শেষ
অবিশোধিত,বিশেষণ,শোধিত
অবিশ্বস্ত,বিশেষণ,শ্বস্ত
অবিশ্বাস,বিশেষ্য,শ্বাস
অবিষহ্য,বিশেষণ,ষহ্য
অবিসংবাদ,বিশেষ্য,সংবাদ
অবিস্তীর্ণ,বিশেষণ,স্তীর্ণ
অবিস্মরণীয়,বিশেষণ,স্মরণীয়
অবিহিত,বিশেষণ,হিত
অবিহ্বল,বিশেষণ,হ্বল
অবিয়ত,বিশেষণ,য়ত
অবীচি,বিশেষণ,চি
অবীজ,বিশেষণ,জ
অবীর,বিশেষণ,র
অবুদ্ধি,বিশেষণ,দ্ধি
অবেদন,বিশেষ্য,দন
অবেলা,বিশেষ্য,লা
অবৈতনিক,বিশেষণ,তনিক
অবৈধ,বিশেষণ,ধ
অবোদ্ধা,বিশেষণ,দ্ধা
অবোধ,বিশেষণ,ধ
অবোধ্য,বিশেষণ,ধ্য
